,TIME,MINOR,MAJOR,SD
LR14,0,0,0,0
LR27,0,0,0,0
LR54,1,0.036197121674662,0.142607937200174,0.47274313126908
LR108,0.768571013228667,0.0385230411397005,0.0702136938508504,0.353830498618985
TCLR27,0.461695013810147,0.032998982410234,0.0337258322430586,0.0245675243494694
TCLR54,0.505887483645879,0.033144352376799,0.0334350923099288,0.0244221543829045
