,Time,Minor,Major,SD
PR70,1,0.0616107966913365,0.52859817152808,0
PR_TC,0.815846756639095,0.0484457988680888,0.230304745319983,0
PR_TC,0.720940356987375,0.0457117979973879,0.223117109272965,0
