,Time,Minor,Major,SD
CDLP70,1,0.0868975069252078,0.383850415512465,0
CDLP_TC,0.933266179803576,0.0527524553009318,0.257257617728532,0
CDLP_TC,0.791236464366658,0.0553009317552254,0.210765550239234,0
