,TIME,MINOR,MAJOR,SD
SSSP11,0,0,0,0
SSSP21,0,0,0,0
SSSP42,1,0.274850042844901,0.168594687232219,0.162596401028278
SSSP84,0.760925449871465,0.16452442159383,0.078834618680377,0.134532990574122
SSSPTC,0.967864824335904,0.282537703513282,0.221775921165381,0.0922726456512425
SSSPTC,0.823538131962296,0.240762210796915,0.11244794344473,0.0914738646101114
