,Time,Minor,Major,SD
BFS70,1,0.0590858416945373,0.461538461538462,0
BFS_TC,0.919732441471572,0.084726867335563,0.29654403567447,0
BFS_TC,0.765886287625418,0.0702341137123746,0.236343366778149,0
