,TIME,MINOR,MAJOR,SD
CC17,0,0,0,0
CC34,1,0.102773246329527,0.144371941272431,0.194942903752039
CC68,0.837479608482871,0.0626019575856444,0.0591353996737357,0.174347471451876
CC136,0.865823817292007,0.0566884176182708,0.0466965742251224,0.179037520391517
TC17,0.687398042414356,0.133360522022838,0.0695350734094617,0.0532218597063622
TC68,0.59094616639478,0.0587275693311582,0.0630097879282219,0.0513866231647635
