,Time,Minor,Major,SD
SSSP70,1,0.0495221546481321,0.447437011294527,0
SSSP_TC,0.883579496090356,0.0781928757602085,0.24761077324066,0
SSSP_TC,0.742832319721981,0.0608166811468288,0.211989574283232,0
