,Time,Minor,Major,SD
WCC70,1,0.076,0.339393939393939,0
WCC_TC,0.833939393939394,0.0539393939393939,0.261212121212121,0
WCC_TC,0.763636363636364,0.0478787878787879,0.168484848484848,0
