,TIME,MINOR,MAJOR,SD
PR16,0,0,0,0
PR32,1,0.0926850763807285,0.295094007050529,0.200499412455934
PR64,0.765129259694477,0.0658049353701528,0.0735898942420682,0.201527614571093
PR128,0.712103407755582,0.0500881316098707,0.0515569917743831,0.186398354876616
PRTC,0.595916568742656,0.134841363102233,0.0923913043478261,0.0574324324324324
PRTC,0.461075205640423,0.0566980023501763,0.0544947121034078,0.0537602820211516
